Kxx Kyy Kzz
0.000352485729255045 0.00106067247854463 0.004436560890593
0.031110841198625 0.0317811667416358 0.02655518490015
0.125145394960036 0.21667294292957 0.294521864714186
0.0256931214679947 0.033095796604353 0.0825607885829269
0.0248380814890131 0.0416733476772531 0.024471964495803
0.0362729897258792 0.0340721476122273 0.0531236808307668
0.010223208296391 0.00195195458523696 0.017144397904348
0.0493849737134778 0.0904514112021123 0.0860216990177606
0.0296759344495543 0.0121681257946331 0.107227261884105
