Kxx Kyy Kzz
0.0199214507474432 0.00894108834857957 0.0475316030709638
0.00462044988419997 0.0067570502784963 0.0448768517309901
0.0258077071708364 0.0221905229989781 0.0538162848600759
0.0217306045527183 0.0183270669579373 0.0577369622351547
0.0264514034796262 0.010644967971955 0.0680907839076889
0.0309048669109519 0.0431801700456637 0.125119528167902
0.0398200913296296 0.0241967296407285 0.0667534479331898
0.0235493720414156 0.0295488107507264 0.047767036219636
0.0174103646288565 0.0127997279887989 0.0577242943643329
